	model	years	severity	acc	diff	expected	unexpected	macrodiff
203	gpt2	0	M5	0.3523809523809524	-0.0015012566401678422	0.1757885864825961	0.17728984312276394	-0.0015012566401678418
204	gpt2	0	M6	0.32857142857142857	-0.0015138073655667252	0.20795007366651327	0.20946388103208	-0.0015138073655667217
205	gpt2	0	M7	0.33793103448275863	-0.0014501932640149742	0.1881265702752428	0.18957676353925776	-0.001450193264014965
206	gpt2	0	M8	0.3080459770114943	-0.0021909825263364126	0.1855558725712273	0.18774685509756373	-0.002190982526336427
207	gpt2	0	M9	0.3652173913043478	-0.001851430816344403	0.20323074903420327	0.20508217985054766	-0.001851430816344396
208	gpt2	100	D1	0.4	-0.0020444102476176442	0.04082836533937851	0.042872775586996155	-0.002044410247617645
209	gpt2	100	D2	0.64	-0.000654664967878493	0.03143332155399543	0.032087986521873925	-0.0006546649678784919
210	gpt2	100	D3	0.675	-0.0008175786201718519	0.034743964535164144	0.035561543155335995	-0.0008175786201718507
211	gpt2	100	D4	0.64	-0.0009371852506592486	0.031402143968516566	0.03233932921917581	-0.0009371852506592435
212	gpt2	100	M1	0.56	-0.00158801733850851	0.016959210042732556	0.018547227381241066	-0.00158801733850851
213	gpt2	100	M2	0.6666666666666666	-0.00035350658420915497	0.0165393129199704	0.016892819504179556	-0.0003535065842091567
214	gpt2	100	M3	0.8444444444444444	-5.885251642514992e-05	0.03503399910211248	0.03509285161853763	-5.885251642515077e-05
215	gpt2	100	M4	0.8333333333333334	0.0005592723464360517	0.04203511974774297	0.041475847401306914	0.000559272346436053
216	gpt2	100	M5	0.6190476190476191	-0.0006397898948762266	0.039507506709991286	0.040147296604867516	-0.0006397898948762304
217	gpt2	100	M6	0.6857142857142857	-0.00038176617129010836	0.053678376760795496	0.05406014293208561	-0.0003817661712901127
218	gpt2	100	M7	0.6758620689655173	-0.0002523087483966476	0.03882964840828078	0.03908195715667743	-0.0002523087483966499
219	gpt2	100	M8	0.6275862068965518	-0.0009739541750124125	0.04133439263688814	0.04230834681190056	-0.0009739541750124203
220	gpt2	100	M9	0.7304347826086957	-0.00020319881035230325	0.031991534199537215	0.032194733009889516	-0.0002031988103523008
221	gpt2	15	D1	0.4	-0.0020919917546658932	0.04340874845862948	0.04550074021329537	-0.0020919917546658937
222	gpt2	15	D2	0.56	-0.00047828780065173424	0.03621755058738923	0.03669583838804096	-0.00047828780065173326
223	gpt2	15	D3	0.6	-0.0007879546991716762	0.038461291166322506	0.03924924586549418	-0.0007879546991716724
224	gpt2	15	D4	0.56	-0.0009166439207911038	0.034927733436707006	0.03584437735749811	-0.0009166439207911048
225	gpt2	15	M1	0.4	-0.0013159877793805198	0.021020464490757115	0.02233645227013763	-0.001315987779380516
226	gpt2	15	M2	0.5333333333333333	-2.688673494048351e-05	0.01972196658559062	0.019748853320531105	-2.6886734940483742e-05
227	gpt2	15	M3	0.7333333333333333	0.00045448668921987625	0.040010525798425026	0.03955603910920516	0.0004544866892198657
228	gpt2	15	M4	0.7333333333333333	0.0010286426016439996	0.04768640497544155	0.046657762373797554	0.0010286426016439948
229	gpt2	15	M5	0.5714285714285714	-0.00033159815421813696	0.04265728373772527	0.04298888189194341	-0.00033159815421814065
230	gpt2	15	M6	0.6142857142857143	-3.9228402572785753e-05	0.056878639532968484	0.05691786793554127	-3.922840257278987e-05
231	gpt2	15	M7	0.6137931034482759	5.0819187586529496e-05	0.041725094458317805	0.041674275270731274	5.08191875865302e-05
232	gpt2	15	M8	0.5609195402298851	-0.0006747127569881214	0.04427439808470135	0.04494911084168947	-0.0006747127569881189
233	gpt2	15	M9	0.6434782608695652	0.0001106484951437945	0.036254575674211434	0.036143927179067635	0.00011064849514379888
234	gpt2	2	D1	0.2	-0.004091467359830857	0.060847565281073865	0.06493903264090473	-0.004091467359830861
235	gpt2	2	D2	0.36	-0.00249086108568008	0.06298710718612706	0.06547796827180714	-0.002490861085680085
236	gpt2	2	D3	0.3	-0.0028291098106819888	0.06794158060133663	0.07077069041201862	-0.00282910981068199
237	gpt2	2	D4	0.2	-0.003116011782985882	0.06301596917073762	0.06613198095372351	-0.0031160117829858863
238	gpt2	2	M1	0.2	-0.002469985791103679	0.04054914784024728	0.04301913363135096	-0.0024699857911036766
239	gpt2	2	M2	0.23333333333333334	-0.001700746038447195	0.050502364282632065	0.05220311032107925	-0.001700746038447186
240	gpt2	2	M3	0.37777777777777777	-0.0015708840555614888	0.07373342234123909	0.07530430639680057	-0.0015708840555614806
241	gpt2	2	M4	0.36666666666666664	-0.0008941442860911302	0.07831777555402364	0.07921191984011476	-0.0008941442860911225
242	gpt2	2	M5	0.34285714285714286	-0.0016029779243083217	0.06477468892127204	0.06637766684558037	-0.0016029779243083297
243	gpt2	2	M6	0.34285714285714286	-0.0015092167219303738	0.08369330171746822	0.0852025184393986	-0.0015092167219303843
244	gpt2	2	M7	0.3724137931034483	-0.001359173999841505	0.06764807732108297	0.06900725132092447	-0.0013591739998415064
245	gpt2	2	M8	0.3264367816091954	-0.0019147676014706556	0.06878825883540926	0.07070302643687992	-0.0019147676014706627
246	gpt2	2	M9	0.3739130434782609	-0.00151848212305753	0.06366263296703353	0.06518111509009107	-0.001518482123057538
247	gpt2	7	D1	0.2	-0.003936199712673743	0.05821534736472431	0.06215154707739805	-0.003936199712673741
248	gpt2	7	D2	0.28	-0.0025719739175110584	0.057699110934991	0.06027108485250206	-0.0025719739175110584
249	gpt2	7	D3	0.225	-0.003024029193602478	0.062479915160520205	0.06550394435412268	-0.003024029193602479
250	gpt2	7	D4	0.2	-0.003197247512143805	0.05708882136132156	0.06028606887346537	-0.003197247512143807
251	gpt2	7	M1	0.12	-0.0031212142841832214	0.03600809505081994	0.039129309335003165	-0.0031212142841832227
252	gpt2	7	M2	0.06666666666666667	-0.0019859169564673085	0.0396717575373865	0.041657674493853804	-0.0019859169564673054
253	gpt2	7	M3	0.3111111111111111	-0.0017761318168292458	0.0641863019774771	0.06596243379430634	-0.0017761318168292434
254	gpt2	7	M4	0.3	-0.0012741298492377024	0.07161008523156241	0.0728842150808001	-0.001274129849237693
255	gpt2	7	M5	0.2571428571428571	-0.0017992118809615906	0.05840371707603087	0.06020292895699246	-0.0017992118809615903
256	gpt2	7	M6	0.2357142857142857	-0.001798699149026105	0.07639602047176722	0.0781947196207933	-0.001798699149026084
257	gpt2	7	M7	0.2896551724137931	-0.001609496993782593	0.06076834974656804	0.06237784674035063	-0.001609496993782586
258	gpt2	7	M8	0.2597701149425287	-0.002231062920107998	0.06314331729429991	0.0653743802144079	-0.0022310629201079957
259	gpt2	7	M9	0.2826086956521739	-0.0017278285999390954	0.0560523428663165	0.0577801714662556	-0.001727828599939099
