	model	years	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	0.2	0.05125994682311905	9.791490364074706	9.740230417251587	0.05125994682311941
1	distilbert/distilgpt2	1	0.2	0.05096611976623535	5.969189262390136	5.918223142623901	0.050966119766234996
2	distilbert/distilgpt2	10	0.0	0.08541102409362793	5.125034618377685	5.039623594284057	0.08541102409362811
3	distilbert/distilgpt2	5	0.0	0.09193024635314959	6.223853397369385	6.1319231510162355	0.09193024635314906
