	model	years	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	0.5283018867924528	-0.4291279046040661	5.622860758934381	6.051988663538447	-0.4291279046040657
1	distilbert/distilgpt2	1	0.5283018867924528	-0.43211373750050114	5.720707091309552	6.152820828810053	-0.43211373750050086
2	distilbert/distilgpt2	10	0.5283018867924528	-0.42282960043763224	5.660811621414603	6.083641221852235	-0.4228296004376322
3	distilbert/distilgpt2	5	0.5283018867924528	-0.4120223096940877	5.63068449001689	6.042706799710977	-0.4120223096940876
