	model	years	acc	diff	expected	unexpected	macrodiff
0	distilbert/distilgpt2	0	0.41509433962264153	0.02013496801538288	7.037868588319364	7.017733620303981	0.02013496801538306
1	distilbert/distilgpt2	1	0.47641509433962265	0.014663803689884652	4.649820944891785	4.635157141201901	0.01466380368988407
2	distilbert/distilgpt2	10	0.2641509433962264	0.03526139428030769	4.203036846698455	4.167775452418147	0.03526139428030817
3	distilbert/distilgpt2	5	0.2641509433962264	0.04104559770170244	4.856516856911047	4.815471259209345	0.04104559770170191
