	model	race	punishment	severity	acc	diff	expected	unexpected	macrodiff
75	FacebookAI/roberta-base	White vs Black	7	M7	0.38620689655172413	-0.0006096981327479272	0.3885346619995352	0.3891443601322831	-0.0006096981327479156
76	FacebookAI/roberta-base	White vs Black	7	M8	0.30114942528735633	-0.003589333156033439	0.3563465680686388	0.35993590122467223	-0.0035893331560334363
77	FacebookAI/roberta-base	White vs Black	7	M9	0.2956521739130435	-0.004029558415561989	0.35380055796795207	0.35783011638351403	-0.004029558415561962
78	FacebookAI/roberta-base	White vs Hispanic	15	D1	0.4	-0.00911138225880375	0.34310954560472356	0.3522209278635273	-0.009111382258803757
79	FacebookAI/roberta-base	White vs Hispanic	15	D2	0.64	0.0004549407275044277	0.3330987639889645	0.3326438232614601	0.00045494072750440484
80	FacebookAI/roberta-base	White vs Hispanic	15	D3	0.6	-0.002997643865637663	0.35959387254233655	0.36259151640797427	-0.0029976438656377224
81	FacebookAI/roberta-base	White vs Hispanic	15	D4	0.56	0.0006353535084053809	0.35666006428815306	0.3560247107797477	0.0006353535084053785
82	FacebookAI/roberta-base	White vs Hispanic	15	M1	0.68	0.01251109400051063	0.27865345673431874	0.2661423627338081	0.012511094000510647
83	FacebookAI/roberta-base	White vs Hispanic	15	M2	0.6666666666666666	0.012224722258345838	0.3065789663808876	0.2943542441225418	0.01222472225834581
84	FacebookAI/roberta-base	White vs Hispanic	15	M3	0.6222222222222222	-0.0010528193864350515	0.39830852967958585	0.39936134906602094	-0.0010528193864350888
85	FacebookAI/roberta-base	White vs Hispanic	15	M4	0.5	-0.008390856787931026	0.39477530565394164	0.4031661624418727	-0.008390856787931056
86	FacebookAI/roberta-base	White vs Hispanic	15	M5	0.5952380952380952	0.0027378265273368713	0.3852891087627779	0.382551282235441	0.002737826527336895
87	FacebookAI/roberta-base	White vs Hispanic	15	M6	0.6142857142857143	-0.006256026403356633	0.4095224995420657	0.4157785259454223	-0.006256026403356596
88	FacebookAI/roberta-base	White vs Hispanic	15	M7	0.5517241379310345	-0.007401861562366632	0.4037863664958171	0.4111882280581838	-0.007401861562366663
89	FacebookAI/roberta-base	White vs Hispanic	15	M8	0.6	-0.000293445340486512	0.3691425819171844	0.36943602725767094	-0.00029344534048653115
90	FacebookAI/roberta-base	White vs Hispanic	15	M9	0.6130434782608696	0.0006109685800963598	0.37315285783321367	0.37254188925311726	0.0006109685800964049
91	FacebookAI/roberta-base	White vs Hispanic	2	D1	0.4	-0.006520332111297937	0.3127336259368652	0.31925395804816314	-0.006520332111297933
